Feature ID	Taxon	Confidence
c4eb8e505772f5346e877718071c87d1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Thelephoraceae_gen_Incertae_sedis;s__Thelephoraceae_sp;sh__SH1772723.09FU	0.7219206914383335
361a1fe3d19383eaf7e8698b97e5b19a	k__Fungi;p__Ascomycota	0.971874898297554
87517a6d51c4be837df0607447942a8c	k__Fungi	1.0000000000000115
0b93e20a3d0f7b1932ed350fa89a1fa1	k__Fungi;p__Ascomycota	0.9642600692983668
11228018ef21a5df7d8424d4a2e1a78e	k__Fungi;p__Ascomycota	0.9738889793069679
9da8901ddc5a2f67c64cdbd372ba032f	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_sp;sh__SH1657803.09FU	0.9999995957037093
336d0f38edc26ecbb66d86d4a873b74c	k__Fungi	1.0000000000000056
5bb871313f3167f745d930637b3bb02e	k__Fungi;p__Ascomycota	0.9848258692833305
332c39cc5340265ded9b7cf199d9b978	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9950084323071777
4c51809f66e36bd965bfff944cf21dea	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_sp;sh__SH1657803.09FU	0.9999997839594192
da00018e5a6819dbecceed1dcf2ec66e	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.8507291182909632
b66c041343a22e586237255c2dd722a1	k__Fungi;p__Ascomycota;c__GS35;o__GS35_ord_Incertae_sedis;f__GS35_fam_Incertae_sedis;g__GS35_gen_Incertae_sedis;s__GS35_sp;sh__SH2115953.09FU	0.9065171307913995
6d5e4e5d77d35b6b77e10f102631a299	k__Fungi	0.9999999999999949
539410aefd6748d2352ed101a1df7476	k__Fungi;p__Ascomycota	0.7208313756169974
15ec259b36eec5f34046cbf0bca03375	k__Fungi;p__Ascomycota	0.9739134037913527
80201b7ec7140523b2c0b89bba11063a	k__Fungi	0.9999999999999869
33db3d9b2ec75f011e8f075c2e4970cc	k__Fungi	0.9999999999999926
5c65b1c595acef2e740bae5a3a315975	k__Fungi	0.9999999999999998
ab699b42069294f18be3b619564b299a	k__Fungi	1.0000000000000093
a6f5270462e8719acd48d9035ff4c089	k__Fungi	0.999999999999987
7a9113f141ff8e0ded35ba7deb92d4d7	k__Fungi	1.0000000000000013
504168e940fe72b778bdcce514c46fd9	k__Fungi	0.9999999999999981
8824fb7d8ca4752b5a3f9f5d6a0d5301	k__Fungi;p__Basidiomycota;c__Agaricomycetes	0.8706017499016032
b2769ea5ad571cf17cbb18d42d61d835	k__Fungi;p__Basidiomycota;c__Agaricomycetes	0.9074275097933506
bc9f813fcbe5a2fc531ead8c4ad42821	k__Fungi	1.0000000000000102
839d230e0248f21b08d7f63a54129ef2	k__Fungi	1.0000000000000058
73ac766e7649cfd410377a7f3fae114b	k__Fungi	1.0000000000000127
0b09a657c40cf0a8ef5113e335c1a24a	k__Fungi	1.0000000000000016
fb56aad92c2911f845a6924ef3ae66bb	k__Fungi	0.999999999999988
9cf49aa13ea1bcfafff13a884da316e5	k__Fungi	1.0000000000000036
44d7c08abb1bb833ef0d08ac1bf124f9	k__Fungi	0.9999999999999956
9e95a998bbd9e4f43278daeced6be6e9	k__Fungi	1.0000000000000104
f4aa37f24e2343ac2c3c6ff86d373c46	k__Fungi	1.0000000000000027
d038248ab991be5bbc64b656b1f579ad	k__Fungi	0.9999999999999947
d296fef6ff8aa3930a6b8665aabf739a	k__Fungi	1.0000000000000098
47f578726b33b9f5c224e4f974b46149	k__Fungi	1.0000000000000007
ad974c6dc6575b64b3c14befc438f8ab	k__Fungi	1.0000000000000144
8858d5f5f6c7eb7100f9e813a95be299	k__Fungi	0.999999999999989
7971f2a93e7ea14e0e5fb8d65f135bed	k__Fungi	1.0000000000000062
df3dfcef62d78fa8fd541017f0d2985a	k__Fungi	1.00000000000001
28de9eceb117c54d78cdd1819747e20f	k__Fungi	1.0000000000000027
2ff6d3ef19bd5f98df69e03c3846d0a7	k__Fungi	0.9999999999999971
d0747876b738b7d90c5807b70c2db879	k__Fungi	1.0000000000000007
f2eb2c3120eb4f27b4b3fb5fd1951971	k__Fungi	0.9999999999999991
2bd0af5852f68b8a18f41988a03267c9	k__Fungi	0.9999999999999961
c76829e0b27ddf7b5233e496346129fa	k__Fungi	1.000000000000013
cddca45d2dbfdb8cdce972c0294a99df	k__Fungi	1.000000000000006
9e0d24c9fb4dc355fcaea9cbdce626a6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9695594920741676
3c15f6a75459a713270b249328421369	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9686590528871691
6160632548ac37c8999511cedac99d58	k__Fungi;p__Basidiomycota;c__Agaricomycetes	0.7288988684495085
caa1e332e393073de449cf050cf53801	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales	0.7043381895626974
e5cf7cc8ac4f35e3d2921477628ae56f	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9657029210112913
a84726fd2d7a01a0e277774d937b3c01	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9680264242262241
50e904cd5596f970bcd9fd545d9aad27	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9819252910084512
cae31b8075193d1b77215b543c9b58c8	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9666423344717221
4e9782142a0d34c51d69e17947d2574a	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9950914666437856
5cf85e9ffb4c5b19b9a8a4536e4dbe2b	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9914860988964934
c4b279347615689ab4ab22921ddeed50	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9806481464606426
130bcf33b6565ae3c571ba365e50b102	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.995163413229019
8ee49244c5835ea328a269fe6677432f	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9929670155314939
80ad38a249a61688460765afea75d9ac	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9881445512563756
62fa4381772fd74fd8653eb410efdb41	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9897709184471006
3ed5cf487cb447d4a149c19e118e4299	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9986278887282415
1ba1e1c6872cdc249344e0c976712cd0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9986884879926878
a62cde6692b0b5f735f76c63c898d566	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9969720178039678
de5e4e02278aefd44eb17e4d73b9d7d8	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9989494840546963
be91a775398cd2c21f90ab991a817a46	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9989037433816823
e60409fa14b9976846904715389fd741	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9986805274159156
991e4360ebb1a2f81916de6b0cc8f81c	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9815784946542885
7d0394421b93f527801490b8117e1f05	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9808153568717742
06e6c7e0bf473a18a81f7d1bc95a0310	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.98450589014202
2cbc6f518b8a8cd92dcbaf08ce2c7d7d	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9371654719757209
a8b74ca9c56701272d80677a0bdcc4ad	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9477843253688082
fd318e54dc55ac47435f592a9819b469	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9695654063697599
71a5e0fd1b08ad38b6986a094cc2f3a9	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9605606787062675
c19dc7e34e49c409bbccebdffce950c3	k__Fungi;p__Ascomycota	0.8043163485500033
45a1c05e5ba62146dcebe6e117cdc8d7	k__Fungi	1.0000000000000078
30bc172c6b2fe3bb5e8c9b76df987b9f	k__Fungi	0.9999999999999867
d15b8c87b25de65f208bf790a52c2b7b	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9525253893092663
a7f0f99e96b5e4260b502ebd1601262e	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;sh__SH1731067.09FU	0.9614584189218317
c233e19fe873ec33eab9c1b6282dfb15	k__Fungi	1.000000000000008
47dfed3e48a1f0ae7e5fc8e0e35a2ee3	k__Fungi	0.9999999999999901
6b966133ca5bd8e724bf947e178a8e15	k__Fungi	0.9999999999999923
ac2bba2f02935511c2288829475732be	k__Fungi	1.0000000000000122
91b35ddc65c4beed00370880b4138948	k__Fungi	1.0000000000000082
07db0b351c41dbfa1d2aa5482335c638	k__Fungi	1.0000000000000073
25781edc41af59999e08257d7f45e057	k__Fungi	0.999999999999995
e886b266814a05cb4f28895d08a22b53	k__Fungi	0.9999999999999991
b44d8161064dea1f0ea4e25496733140	k__Fungi	1.0000000000000089
d39aa54d1938bcb0f8c76400c5948da0	k__Fungi	1.0000000000000107
7a932407ee42a58349a13925e58f335b	k__Fungi	1.0000000000000002
1cf6dae408c5cefccd4e1c592aa77c2a	k__Fungi	0.9999999999999944
70ef282a9f971975feafe562d1bc7f22	k__Fungi	0.9999999999999987
20b430a88280f6b2abc2dc3982274af6	k__Fungi	0.9999999999999897
da2cd76f8d352763b7d41e789106c358	k__Fungi	1.000000000000011
2a0855c94e7f579ace967b0287144c3d	k__Fungi	1.0000000000000124
bb42ca76c0a9460477bf2a6ea7d1896e	k__Fungi	0.9999999999999868
497c189e274841741d73cadd1cd4faa1	k__Fungi	1.0000000000000124
78c723c980c5cac9a77039bda97740bd	k__Fungi	1.000000000000004
48c42c68d0b269a6ebdb77e729bd97a8	k__Fungi	1.0000000000000127
6063c80400711f9ff64e0898d72a44a4	k__Fungi	1.0000000000000104
fc18f659a51870a1821be71876dcc2c8	k__Fungi	0.9999999999999976
1b50b79f7d0ce0dcec563364d67b5f32	k__Fungi	1.0000000000000118
b3a0cc35343e2e31c31bed502a4fde2f	k__Fungi	0.9999999999999988
2de3a26541fcfba22c960d12137e5e0f	k__Fungi	0.9999999999999947
118cb2a4811b54c897cd1c9d5818d020	k__Fungi	0.999999999999994
02be863ccca9987597d2bd32078cc688	k__Fungi	0.9999999999999903
8aeae67c5961fd0ea3adab15d6567972	k__Fungi	1.0000000000000004
b664e644c72d47357c9c87f1ac66aaf8	k__Fungi	1.0000000000000093
225ea576ad02fcb84f432e9cf36f6f45	k__Fungi	1.0000000000000142
2d4bd85b8ca8fc58e8e3c3061cae168d	k__Fungi	1.0000000000000113
26b5077a266dc889a5d76f33240acab2	k__Fungi	0.999999999999991
f37cc47a4348d9ecde641f107699670a	k__Fungi	1.000000000000006
